Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
NP_002624.2,7.384763417,7.535010876,7.151140115,7.537317844,7.537317844
NP_002627.1,1.015795327,2.309084502,1.059893649,2.205071011,2.205071011
NP_002628.2,3.193406522,2.980883339,3.195053233,2.809863529,2.809863529
NP_002638.2,4.486532406,3.926206246,4.614482501,3.598499965,3.598499965
NP_002650.1,3.71356487,2.414765789,3.183276065,2.507167231,2.507167231
NP_002652.2,5.281320219,3.656514365,5.171401964,3.577085936,3.577085936
NP_002655.2,5.996154643,4.631357904,6.284584454,4.599851979,4.599851979
NP_002659.1,1.132339232,0.804712307,0,0.798469362,0.798469362
NP_002660.1,6.117063968,5.59162812,5.754375912,5.585884673,5.585884673
NP_002678.2,7.118174859,7.981492915,6.995690121,7.869411323,7.869411323
NP_002679.2,3.339109962,4.706859612,2.442363286,4.692925185,4.692925185
NP_002680.2,4.139120889,2.925080021,3.939039254,2.945484391,2.945484391
NP_002686.2,5.653534859,5.975725519,5.474125849,5.87129189,5.87129189
NP_002687.1,4.312887957,4.484849413,3.695482224,4.652733027,4.652733027
NP_002688.3,3.671257247,1.725416478,3.442363286,1.887198281,1.887198281
NP_002694.3,5.877240177,5.935673934,5.374072245,5.939928386,5.939928386
NP_002697.1,5.008189024,5.530181283,4.551746745,5.65617189,5.65617189
NP_002699.1,5.866342823,6.002400443,5.803285513,6.181980234,6.181980234
NP_002703.1,6.438426189,6.32598279,5.992319337,6.312344234,6.312344234
NP_002706.1,4.866823562,2.991682005,4.241223414,3.540539945,3.540539945
NP_002708.1,6.028956922,6.27529005,5.958171115,6.160282232,6.160282232
NP_002717.3,7.284787101,6.931017985,7.49333006,6.930134396,6.930134396
NP_002721.1,5.729380119,5.516786726,5.754375912,5.433253327,5.433253327
NP_002727.2,4.460650944,3.759935419,4.728272158,3.825467563,3.825467563
NP_002728.1,5.63319215,5.271805745,5.701687373,4.990209949,4.990209949
NP_002729.2,4.645432164,0,4.716063101,0,0
NP_002731.4,4.592933611,4.001064985,4.756364465,3.796112292,3.796112292
NP_002736.3,6.555476111,5.655411225,6.144322431,5.875763386,5.875763386
NP_002737.2,4.392171206,2.038258744,4.716063101,2.320157688,2.320157688
NP_002746.1,5.561650862,6.01945197,5.537940946,5.990651748,5.990651748
NP_002750.1,6.523361289,5.851998269,6.50165218,5.768382025,5.768382025
NP_002755.1,5.304217782,5.54363609,5.119817467,5.625966117,5.625966117
NP_002757.2,4.703642028,5.757643858,4.841253363,5.609568429,5.609568429
NP_002759.2,5.189760685,4.893759183,5.402285847,4.999898414,4.999898414
NP_002778.1,6.511573498,6.329125976,6.414930056,6.335252985,6.335252985
NP_002779.1,7.459376478,8.018330251,7.393368498,8.116354404,8.116354404
NP_002781.2,6.931674706,6.065282455,6.757357715,6.06993239,6.06993239
NP_002782.1,7.892105654,8.262500781,7.702203266,8.241876851,8.241876851
NP_002783.1,8.065382115,7.463602671,8.004919374,7.594944889,7.594944889
NP_002784.1,6.363246346,6.748321656,6.096459779,6.770527552,6.770527552
NP_002785.1,6.334859467,6.436417447,6.450983769,6.469152032,6.469152032
NP_002786.2,5.337203126,5.085522456,4.803285513,5.418114501,5.418114501
NP_002787.2,6.22027242,5.913414246,6.175866213,5.944040366,5.944040366
NP_002788.1,7.123666241,6.81618638,6.834680709,6.773311976,6.773311976
NP_002789.1,6.715768122,7.112549008,6.942536699,6.842374017,6.842374017
NP_002790.1,6.944256761,6.787580018,6.414930056,6.812906267,6.812906267
NP_002791.1,4.90757903,2.703907638,5.215434733,2.322967222,2.322967222
NP_002792.1,5.788934534,4.018330251,6.000731577,3.864237133,3.864237133
NP_002793.2,8.565802079,8.441423085,8.496605191,8.443778282,8.443778282
NP_002794.1,8.480419615,7.991211251,8.837736022,7.90525689,7.90525689
NP_002795.2,7.293216859,7.906280059,7.19431997,7.89638356,7.89638356
NP_002796.4,7.045772674,7.839574313,6.878247571,7.791513351,7.791513351
NP_002797.3,7.182199853,7.330934198,6.800397233,7.326879736,7.326879736
NP_002798.2,8.075477774,8.125706267,8.082657753,8.051540683,8.051540683
NP_002799.3,8.448658397,7.898213945,8.364326463,7.966037293,7.966037293
NP_002800.2,7.906702633,8.333244359,7.541981303,8.217014285,8.217014285
NP_002801.1,6.790455696,6.349837401,6.648072862,6.223231048,6.223231048
NP_002802.2,6.111090905,6.737576242,5.78586846,6.884070635,6.884070635
NP_002803.2,5.678669073,6.194227699,5.554034922,6.165183028,6.165183028
NP_002804.2,5.976020086,6.431766141,6.380533048,6.396605213,6.396605213
NP_002805.1,6.31790695,5.611629771,5.738368036,5.94000464,5.94000464
NP_002806.2,7.86718401,7.695758424,7.739373749,7.732512248,7.732512248
NP_002807.1,7.091120191,7.275787121,7.511104761,7.22836008,7.22836008
NP_002809.2,6.713364408,6.197437905,6.624315372,6.582273908,6.582273908
NP_002810.1,8.170077924,8.768153066,8.042887224,8.583445957,8.583445957
NP_002813.3,5.993075251,6.054894082,5.495712711,6.259001668,6.259001668
NP_002815.3,7.687336394,7.568169875,7.402285847,8.268323758,8.268323758
NP_002817.2,2.48528061,3.086404261,2.007426229,3.013150942,3.013150942
NP_002818.1,5.8065824,5.992623054,5.200905959,5.931975841,5.931975841
NP_002819.2,4.760887828,4.009856248,5.007426229,3.740458582,3.740458582
NP_002824.1,3.264452765,0,3.135181777,0,0
NP_002825.3,6.758104764,7.938938129,6.675654638,7.630461898,7.630461898
NP_002826.3,5.386315086,4.903227037,5.252538727,5.009376911,5.009376911
NP_002827.1,0,1.494372187,0,1.214179603,1.214179603
NP_002829.3,6.467957353,4.971504124,6.263765983,4.779163142,4.779163142
NP_002847.1,3.213956996,4.91021623,4.079087215,4.50860756,4.50860756
NP_002848.1,5.369620748,5.745891971,5.32400109,6.167855109,6.167855109
NP_002852.1,4.643188906,4.847695478,4.892783663,4.832221071,4.832221071
NP_002853.2,9.18906405,9.394851343,9.255705234,9.399152017,9.399152017
NP_002854.3,8.100373773,7.463311761,7.91654149,7.526516773,7.526516773
NP_002856.1,6.744566176,6.018264241,6.541404801,5.958566549,5.958566549
NP_002857.1,3.135534571,4.252069222,2.007426229,4.279756735,4.279756735
NP_002858.2,1.532101467,0,1.924964069,0,0
NP_002860.2,6.666225747,7.323580833,6.907174756,6.97451223,6.97451223
NP_002861.1,5.852452647,5.045791061,5.818592766,4.876401041,4.876401041
NP_002863.1,4.97913606,4.509291216,4.768238565,4.557736513,4.557736513
NP_002865.1,7.291293116,7.637580835,7.240513252,7.753121435,7.753121435
NP_002872.1,4.543573051,4.411552658,4.661929663,4.171431852,4.171431852
NP_002873.1,3.53633846,3.445724394,2.744391824,2.676360086,2.676360086
NP_002877.2,5.390500453,5.7237982,5.514633573,5.709660095,5.709660095
NP_002878.2,8.137129591,7.916463517,8.481958416,7.984546635,7.984546635
NP_002881.1,1.737420375,0.975453544,2.183276065,1.052052293,1.052052293
NP_002884.1,4.287617458,4.444545882,3.695482224,4.504282252,4.504282252
NP_002887.2,6.517096664,6.361019924,6.489748688,6.297958309,6.297958309
NP_002892.1,6.650955317,6.007596949,6.39719697,6.460141121,6.460141121
NP_002895.3,5.548226184,6.128598591,5.709919606,5.836159724,5.836159724
NP_002897.1,7.983049302,8.131530898,7.999053049,8.260391614,8.260391614
NP_002899.1,4.138324699,4.111868651,3.229818651,4.032446682,4.032446682
NP_002906.1,5.779901359,6.048831788,5.642707684,6.041074712,6.041074712
NP_002907.1,6.305370909,6.915577765,5.818592766,6.892330325,6.892330325
NP_002922.2,4.422245654,5.246782765,3.412410064,4.866485572,4.866485572
NP_002931.2,7.580054764,7.81074662,7.395921941,7.770313143,7.770313143
NP_002936.1,7.747571248,7.973309941,7.729284931,7.978025717,7.978025717
NP_002937.1,5.968200582,6.9261007,5.616673382,6.761710541,6.761710541
NP_002938.1,5.462083373,2.528142923,3.966784245,2.532471159,2.532471159
NP_002939.2,7.070243111,7.083157821,7.077497468,6.970411649,6.970411649
NP_002940.2,5.450263175,4.97884956,5.206735038,5.562003817,5.562003817
NP_002941.1,8.792307445,8.943099292,8.738116498,8.788509806,8.788509806
NP_002943.2,9.025152944,8.594973669,9.266210341,8.708451976,8.708451976
NP_002948.1,0.782961159,0,1.537940946,0,0
NP_002952.1,9.049152144,8.493766982,8.981522097,8.870461942,8.870461942
NP_002955.2,7.078982961,1.910927513,6.77217498,1.974363321,1.974363321
NP_002956.1,6.654091992,2.790559075,6.457109872,3.816524183,3.816524183
NP_002957.1,2.007099128,2.913769143,1.159429323,3.382983193,3.382983193
NP_002960.2,4.099172368,1.683406011,4.129055674,1.306027359,1.306027359
NP_002963.2,2.694733976,2.629111926,2.007426229,2.666808212,2.666808212
NP_002964.3,6.441576091,7.096225061,6.234106009,7.013803139,7.013803139
NP_002966.1,3.053447869,2.023601339,3.033898441,2.19181179,2.19181179
NP_002970.2,8.228689172,7.553281062,7.71094534,7.711112971,7.711112971
NP_002989.2,2.936491722,1.889146245,2.481357418,2.046396875,2.046396875
NP_002991.2,6.961801815,7.192853885,6.981309577,7.161492642,7.161492642
NP_002992.1,2.794125228,4.267924401,2.939039254,4.282645979,4.282645979
NP_003001.1,4.798163566,4.092687238,4.296932846,4.356718717,4.356718717
NP_003007.2,7.264954373,7.358258486,6.6902908,7.172827626,7.172827626
NP_003008.1,6.90792944,7.602522441,6.866328192,7.390396351,7.390396351
NP_003013.1,6.558380792,5.864242699,6.093316651,6.103952647,6.103952647
NP_003015.2,3.505180168,6.291712888,3.218323012,6.109319493,6.109319493
NP_003016.1,6.65652692,6.106352121,6.719125065,6.023550871,6.023550871
NP_003021.3,3.234963848,0,3.35057081,0,0
NP_003027.1,0.558529592,4.254761237,0,4.279997727,4.279997727
NP_003029.2,2.559719444,-2.268128496,2.744391824,-0.96383908,-0.96383908
NP_003038.2,-1.040788202,2.17812773,0,2.028149106,2.028149106
NP_003042.3,5.603212251,4.098942972,5.805207825,4.36877822,4.36877822
NP_003052.2,3.416674763,5.251170767,3.241223414,5.432494727,5.432494727
NP_003064.2,4.70121801,4.933785361,4.59238873,4.917875096,4.917875096
NP_003065.3,4.628522085,4.357058478,4.736354504,4.358545491,4.358545491
NP_003066.2,7.373516493,6.771417271,7.68925027,6.756394353,6.756394353
NP_003067.3,1.829083205,3.228753803,1.159429323,3.121473694,3.121473694
NP_003070.3,5.989878935,5.000797745,5.966784245,5.040576973,5.040576973
NP_003077.2,1.495264699,0.804712307,0,0.660158134,0.660158134
NP_003079.1,7.569424621,6.248021759,7.625403787,6.223606962,6.223606962
NP_003080.2,8.05397569,7.850163733,8.087009777,7.860575927,7.860575927
NP_003081.2,7.462123143,7.038649313,7.576156491,7.114767783,7.114767783
NP_003083.1,6.735184148,6.524940594,6.603477909,6.57310893,6.57310893
NP_003084.1,4.4596952,3.415968871,4.791697538,4.342943675,4.342943675
NP_003085.1,3.294066068,4.216608098,3.924964069,4.014599867,4.014599867
NP_003086.1,1.670706706,2.014099472,0,3.299385542,3.299385542
NP_003087.1,5.790455695,5.030425087,5.516981328,4.929443248,4.929443248
NP_003090.2,6.233939372,5.472953203,6.183276065,5.456361016,5.456361016
NP_003091.2,7.422736172,7.224726121,7.046142037,7.226016749,7.226016749
NP_003095.2,6.078982961,6.290784144,5.824291371,6.207860298,6.207860298
NP_003096.1,2.071911931,0,2.711970346,0,0
NP_003102.1,3.61970693,4.600473611,2.952978445,4.636826636,4.636826636
NP_003104.2,3.745808161,4.408533835,3.946025685,4.440170667,4.440170667
NP_003110.1,4.156919957,5.020440998,3.627578159,5.015323785,5.015323785
NP_003115.1,6.437293775,6.269755479,6.41870181,6.217140142,6.217140142
NP_003121.1,5.94710108,5.985820259,5.569951341,6.408447431,6.408447431
NP_003122.1,0,2.995442523,0,2.847423822,2.847423822
NP_003123.2,5.771710024,5.850960838,5.861717466,5.889490218,5.889490218
NP_003124.1,7.649838411,7.775953314,7.564854474,7.841333355,7.841333355
NP_003125.3,7.105449514,6.499724894,6.745393348,6.552110217,6.552110217
NP_003126.1,5.307054592,6.620049387,5.203823442,6.226673265,6.226673265
NP_003127.1,6.761986631,7.306681247,6.419956873,7.253796582,7.253796582
NP_003128.3,5.766566721,3.975181516,5.607889824,4.053180721,4.053180721
NP_003130.2,7.201909567,7.05833309,6.939914411,7.030371119,7.030371119
NP_003132.2,5.198571649,4.246444673,5.294197879,4.212412986,4.212412986
NP_003133.1,8.873043667,8.562533833,8.582895444,8.547600835,8.547600835
NP_003135.2,4.552864357,4.186846371,3.442363286,4.388358034,4.388358034
NP_003147.2,5.268642677,4.443169734,4.69133058,4.300336247,4.300336247
NP_003155.2,3.958309833,5.088292029,3.844995765,4.928521202,4.928521202
NP_003156.1,4.908980158,5.479776741,5.024028197,5.323318029,5.323318029
NP_003159.1,3.686587737,3.43468733,3.35057081,3.749188459,3.749188459
NP_003162.2,4.262992547,4.104923063,4.97021515,4.058528733,4.058528733
NP_003164.1,2.66629479,3.056887777,0.159429323,3.410540129,3.410540129
NP_003174.3,3.869944461,2.497406247,3.195053233,2.485596921,2.485596921
NP_003176.2,3.757262314,4.499110105,4.235532302,4.61731382,4.61731382
NP_003178.1,2.260799445,3.972730963,1.461992093,3.998873928,3.998873928
NP_003183.1,6.054081231,3.517720932,5.787814104,3.66163858,3.66163858
NP_003185.1,2.909680213,2.422767446,3.500466241,2.155496082,2.155496082
NP_003189.2,4.817690189,5.216262859,4.77217498,5.370137117,5.370137117
NP_003192.1,7.59053439,7.44783349,7.05908835,7.572715543,7.572715543
NP_003194.3,3.252729429,3.503077968,3.110519723,3.508813204,3.508813204
NP_003207.1,0,1.382307838,0,1.550962349,1.550962349
NP_003240.1,7.184660267,7.090773828,7.261667517,7.162604017,7.162604017
NP_003245.1,2.043276063,2.082368747,0,2.14812194,2.14812194
NP_003249.3,5.093227329,5.658802811,5.91075021,5.924672986,5.924672986
NP_003253.1,4.844542114,4.629284818,4.392090079,4.604477858,4.604477858
NP_003264.2,1.343261605,3.702265038,1.461992093,3.665333064,3.665333064
NP_003267.1,8.091428745,8.209976596,7.978330999,8.121238336,8.121238336
NP_003277.1,8.723668762,8.619995014,8.634892561,8.704720562,8.704720562
NP_003283.2,9.154473262,9.429124558,8.952111181,9.4076481,9.4076481
NP_003286.1,7.68964797,7.407652154,7.666695407,7.767544403,7.767544403
NP_003288.2,0.070243111,0,0,0,0
NP_003290.1,10.83292505,10.99872914,11.37714473,10.96322623,10.96322623
NP_003293.2,4.731361389,4.661594879,4.457109872,4.6460176,4.6460176
NP_003300.1,2.650745964,1.832608919,2.318627918,1.90979971,1.90979971
NP_003303.2,4.264087849,4.65566587,4.183276065,4.620552621,4.620552621
NP_003306.3,7.501044098,7.908133713,7.472312278,7.863473472,7.863473472
NP_003312.3,8.673543188,8.362957589,8.729031805,8.434133345,8.434133345
NP_003316.3,4.631919994,5.088795017,4.859869041,4.906213435,4.906213435
NP_003320.2,8.076647116,7.612898036,8.202000706,7.536183362,7.536183362
NP_003322.3,0.737420375,1.264366581,0,1.263761632,1.263761632
NP_003323.1,-0.4558257,0,0,0,0
NP_003326.2,3.846737069,0,4.302387276,0,0
NP_003330.1,6.017203522,5.966107289,5.345295868,6.155496082,6.155496082
NP_003334.2,2.012323135,2.180961175,1.678803482,2.078893905,2.078893905
NP_003335.1,2.40281845,4.672206074,2.085428742,4.773697087,4.773697087
NP_003338.1,7.168957573,6.872701271,6.901794905,7.094221167,7.094221167
NP_003339.1,7.252683448,7.219654123,6.726244477,7.408695409,7.408695409
NP_003341.1,6.891426551,5.826891693,6.434933081,5.887198281,5.887198281
NP_003354.2,4.564469062,4.344266128,5.122903447,4.118781595,4.118781595
NP_003356.2,7.054133999,7.667836305,7.333356255,7.544682845,7.544682845
NP_003357.2,7.771902541,8.203691848,7.48015467,8.069949811,8.069949811
NP_003370.2,9.799501924,9.708292421,9.917430397,9.734035758,9.734035758
NP_003371.2,7.596923468,6.645573032,7.709919606,6.404860763,6.404860763
NP_003374.3,5.263905356,5.646213917,5.206735038,5.487789388,5.487789388
NP_003379.3,0,4.147070006,0,4.069165648,4.069165648
NP_003392.1,5.396339643,4.540146215,5.180316689,4.551162044,4.551162044
NP_003394.1,6.067945326,6.415116791,5.814781152,6.347032509,6.347032509
NP_003395.1,8.20642728,7.703024973,8.486757405,7.683414397,7.683414397
NP_003396.1,8.186346362,8.40154117,8.033488526,8.29813679,8.29813679
NP_003409.1,5.775427486,5.551503193,5.195053233,5.608993039,5.608993039
NP_003433.3,-0.107215562,5.200408272,0,5.140577208,5.140577208
NP_003440.1,2.978913713,3.019913601,3.760333368,2.873209942,2.873209942
NP_003441.1,0.216222417,0.157177335,0,0.581003112,0.581003112
NP_003443.2,1.764504254,1.889146245,1.867248571,1.747795224,1.747795224
NP_003454.1,1.053447869,2.991143987,0,2.850672405,2.850672405
NP_003464.1,2.792101813,0.406719505,3.252538727,0.642273255,0.642273255
NP_003468.2,5.933052638,5.836058371,5.542557574,5.863272441,5.863272441
NP_003469.2,6.31112276,6.125782858,6.162431811,6.139116654,6.139116654
NP_003477.4,4.452667,3.520706334,4.956442301,3.368098291,3.368098291
NP_003482.1,7.042105951,6.842410738,7.019067636,7.013042214,7.013042214
NP_003497.2,3.621417298,3.618700322,4.392090079,3.962400607,3.962400607
NP_003504.2,7.397296682,8.567876757,6.731308346,8.420780754,8.420780754
NP_003519.1,7.758104763,6.854292785,8.901345677,6.734360053,6.734360053
NP_003536.1,11.00921346,10.57382609,10.75512194,10.58021747,10.58021747
NP_003560.2,5.574951771,6.14453207,5.764291381,6.045121346,6.045121346
NP_003565.4,7.135484699,7.167631044,6.886442136,7.165183028,7.165183028
NP_003572.2,1.1291368,1.444938827,1.296932847,1.488936494,1.488936494
NP_003578.2,5.878194262,6.94695375,5.988940659,6.829506996,6.829506996
NP_003581.1,7.104736418,6.527725631,7.219764986,6.573600512,6.573600512
NP_003592.3,8.655118641,8.842000548,8.731308347,8.697939018,8.697939018
NP_003600.2,4.826861205,5.870033572,4.852451569,5.919113461,5.919113461
NP_003602.1,1.332163897,1.684737525,1.110519722,1.736600638,1.736600638
NP_003607.1,2.721560614,0,2.252538727,0,0
NP_003621.1,0,2.830204427,0,2.907305854,2.907305854
NP_003625.2,5.581849365,5.862184646,5.12598284,5.687757641,5.687757641
NP_003631.2,5.455386501,6.301618631,5.206735038,6.247956824,6.247956824
NP_003632.3,5.584189978,4.582370914,4.732318991,4.969440716,4.969440716
NP_003633.1,6.433404452,6.428888688,6.589045287,6.453212249,6.453212249
NP_003642.3,7.235103493,7.447588405,6.555177651,7.68343717,7.68343717
NP_003644.2,6.150715231,7.006000016,5.908963591,6.977041316,6.977041316
NP_003646.2,2.779901359,5.409440145,1.711970346,5.618362463,5.618362463
NP_003647.1,3.548975286,2.403488383,2.924964069,2.825137313,2.825137313
NP_003650.1,6.684066674,6.11100228,6.481357418,6.076329236,6.076329236
NP_003651.1,0.429097775,3.877548956,0.159429323,3.866485573,3.866485573
NP_003655.3,6.723021706,6.118473081,6.811915817,6.188413667,6.188413667
NP_003666.1,1.507648423,1.7318715,2.442363286,1.911045023,1.911045023
NP_003668.2,5.908630004,6.459597509,5.705809361,6.375278003,6.375278003
NP_003671.1,8.619689104,8.794611538,8.434622657,8.821209809,8.821209809
NP_003674.1,6.03816314,5.854884326,5.583455605,5.878630617,5.878630617
NP_003675.2,2.063548459,0,2.007426229,0,0
NP_003676.2,8.983977486,9.10852406,9.064114116,9.191339417,9.191339417
NP_003680.2,5.20865714,4.402072489,5.046954594,4.439307811,4.439307811
